,UF,CODIGO DO MUNICIPIO,NOME DO MUNICIPIO,ESPECTRO
1960,MG,45195,FLORESTAL,D
1961,MG,43117,CEDRO DO ABAETÉ,C
1962,MG,49999,PESCADOR,D
1963,MG,41157,TRÊS MARIAS,D
1964,MG,41130,BARRA LONGA,D
1965,MG,46230,IPANEMA,D
1966,MG,41629,SÃO JOAQUIM DE BICAS,D
1967,MG,40622,ROSÁRIO DA LIMEIRA,D
1968,MG,48917,NEPOMUCENO,D
1969,MG,48437,MIRAÍ,D
1970,MG,43435,CONCEIÇÃO DAS PEDRAS,D
1971,MG,41904,CÔNEGO MARINHO,D
1972,MG,49530,PASSA TEMPO,D
1973,MG,45454,GALILÉIA,D
1974,MG,47155,JEQUITINHONHA,D
1975,MG,51411,SALTO DA DIVISA,D
1976,MG,50610,PRESIDENTE BERNARDES,E
1977,MG,41092,BARÃO DE MONTE ALTO,E
1978,MG,48275,MEDINA,D
1979,MG,49930,PERDIGÃO,E
1980,MG,42498,CAPIM BRANCO,D
1981,MG,50091,PIMENTA,D
1982,MG,53511,SIMONÉSIA,E
1983,MG,40592,ANTÔNIO DIAS,D
1984,MG,43230,CHIADOR,D
1985,MG,41955,CACHOEIRA DOURADA,D
1986,MG,43931,CORONEL XAVIER CHAVES,D
1987,MG,41416,BOA ESPERANÇA,D
1988,MG,53317,SERRA DA SAUDADE,D
1989,MG,44415,DIVINO DAS LARANJEIRAS,D
1990,MG,46078,IJACI,D
1991,MG,54453,ITAÚ DE MINAS,D
1992,MG,44253,DESCOBERTO,D
1993,MG,46493,ITAMARANDIBA,D
1994,MG,47112,JEQUITAÍ,D
1995,MG,43079,CATAS ALTAS DA NORUEGA,D
1996,MG,48798,MUTUM,D
1997,MG,47198,JOAÍMA,E
1998,MG,41971,CAETANÓPOLIS,D
1999,MG,46051,IGUATAMA,D
2000,MG,40517,ANDRADAS,E
2001,MG,50954,RIO ACIMA,D
2002,MG,41246,ORIZÂNIA,D
2003,MG,49832,PEDRINÓPOLIS,D
2004,MG,40614,ANTÔNIO PRADO DE MINAS,D
2005,MG,46116,INCONFIDENTES,D
2006,MG,41432,BOCAINA DE MINAS,D
2007,MG,47619,LASSANCE,E
2008,MG,52990,SÃO TIAGO,D
2009,MG,42285,JENIPAPO DE MINAS,D
2010,MG,40878,ARGIRITA,D
2011,MG,50733,QUARTEL GERAL,E
2012,MG,45896,IBIÁ,D
2013,MG,45276,FORTUNA DE MINAS,D
2014,MG,42420,TAPARUBA,D
2015,MG,46310,IRAÍ DE MINAS,D
2016,MG,47953,MAR DE ESPANHA,D
2017,MG,47350,JURAMENTO,D
2018,MG,44539,DOM SILVÉRIO,D
2019,MG,48330,MESQUITA,D
2020,MG,45390,FRONTEIRA,D
2021,MG,41106,NATALÂNDIA,D
2022,MG,45632,GUARACIABA,D
2023,MG,44695,DOURADOQUARA,D
2024,MG,52353,SÃO GONÇALO DO PARÁ,D
2025,MG,40630,ARAÇAÍ,D
2026,MG,50318,PLANURA,E
2027,MG,54356,VIRGÍNIA,D
2028,MG,40177,ÁGUAS FORMOSAS,E
2029,MG,40347,LAGOA GRANDE,D
2030,MG,51012,RIO DO PRADO,D
2031,MG,49050,NOVO CRUZEIRO,D
2032,MG,47775,MACHACALIS,D
2033,MG,45993,IBITURUNA,D
2034,MG,53112,SENADOR CORTES,D
2035,MG,52671,SÃO JOSÉ DO GOIABAL,E
2036,MG,42137,CAMBUQUIRA,E
2037,MG,45772,GUIMARÂNIA,E
2038,MG,46191,INHAÚMA,D
2039,MG,48593,MONTE BELO,D
2040,MG,41564,SÃO FÉLIX DE MINAS,E
2041,MG,44091,CRISTINA,E
2042,MG,40070,ACAIACA,E
2043,MG,41254,BELO ORIENTE,D
2044,MG,49077,OLARIA,D
2045,MG,44350,DIONÍSIO,D
2046,MG,49174,OURO BRANCO,E
2047,MG,41572,BOM REPOUSO,D
2048,MG,51730,SANTANA DO GARAMBÉU,D
2049,MG,51276,ROMARIA,E
2050,MG,41319,BERTÓPOLIS,D
2051,MG,54259,VESPASIANO,D
2052,MG,42072,CAMACHO,D
2053,MG,51470,SANTA CRUZ DO ESCALVADO,D
2054,MG,52256,SÃO FRANCISCO DE SALES,D
2055,MG,41440,SANTA BÁRBARA DO MONTE VERDE,D
2056,MG,52639,SÃO JOSÉ DO ALEGRE,E
2057,MG,50938,RIBEIRÃO VERMELHO,D
2058,MG,51870,SANTA RITA DE IBITIPOCA,D
2059,MG,53155,SENADOR JOSÉ BENTO,D
2060,MG,45810,GURINHATÃ,D
2061,MG,43737,COQUEIRAL,D
2062,MG,42790,CARMO DA MATA,E
2063,MG,51756,SANTANA DO JACARÉ,D
2064,MG,51233,ROCHEDO DE MINAS,D
2065,MG,43370,COMENDADOR GOMES,D
2066,MG,40789,SÃO JOSÉ DA LAPA,D
2067,MG,45934,IBIRACI,E
2068,MG,40029,ARAPORÃ,D
2069,MG,50377,POCRANE,D
2070,MG,43257,CIPOTÂNEA,D
2071,MG,42374,CANA VERDE,D
2072,MG,40886,URUCUIA,E
2073,MG,43133,CENTRAL DE MINAS,D
2074,MG,40835,ARCOS,D
2075,MG,54313,MATHIAS LOBATO,D
2076,MG,53198,SENHORA DE OLIVEIRA,D
2077,MG,42234,CAMPO BELO,D
2078,MG,41300,PATIS,D
2079,MG,51977,SANTO ANTÔNIO DO AMPARO,D
2080,MG,52914,SÃO SEBASTIÃO DO OESTE,D
2081,MG,44130,CRUZEIRO DA FORTALEZA,D
2082,MG,52574,SÃO JOÃO NEPOMUCENO,D
2083,MG,50199,PIRANGUINHO,E
2084,MG,44954,ESTRELA DO SUL,D
2085,MG,49158,ONÇA DE PITANGUI,D
2086,MG,41041,MARTINS SOARES,D
2087,MG,50156,PIRANGA,E
2088,MG,40720,SÃO JOÃO DO MANHUAÇU,C
2089,MG,45250,FORTALEZA DE MINAS,E
2090,MG,40223,FRANCISCÓPOLIS,D
2091,MG,41408,PONTO CHIQUE,D
2092,MG,47279,JOAQUIM FELÍCIO,D
2093,MG,41297,BERILO,D
2094,MG,47210,JOANÉSIA,D
2095,MG,47457,LAGOA DOS PATOS,D
2096,MG,43834,COROACI,D
2097,MG,52698,SÃO JOSÉ DO JACURI,E
2098,MG,52450,SÃO JOÃO DA MATA,D
2099,MG,40100,CATUJI,D
2100,MG,54151,VÁRZEA DA PALMA,D
2101,MG,52612,SÃO JOSÉ DA VARGINHA,D
2102,MG,45918,IBIAÍ,E
2103,MG,41912,CACHOEIRA DA PRATA,D
2104,MG,40444,MATIAS CARDOSO,D
2105,MG,53333,SERRA DOS AIMORÉS,D
2106,MG,47830,MALACACHETA,D
2107,MG,50857,RESPLENDOR,D
2108,MG,41866,CATUTI,D
2109,MG,50636,PRESIDENTE JUSCELINO,D
2110,MG,40258,ALAGOA,D
2111,MG,41289,PAI PEDRO,D
2112,MG,42382,SERRANÓPOLIS DE MINAS,E
2113,MG,40126,DIVISA ALEGRE,D
2114,MG,40762,SÃO JOÃO DO PACUÍ,E
2115,MG,41220,ORATÓRIOS,D
2116,MG,42595,CARAÍ,D
2117,MG,40843,SENADOR AMARAL,D
2118,MG,50571,PRATÁPOLIS,D
2119,MG,41750,BRAÚNAS,D
2120,MG,42404,SETUBINHA,D
2121,MG,52230,SÃO FRANCISCO DE PAULA,D
2122,MG,40436,ALVARENGA,D
2123,MG,48194,MATO VERDE,D
2124,MG,42013,CAIANA,E
2125,MG,48615,MONTE CARMELO,D
2126,MG,52710,SÃO JOSÉ DO MANTIMENTO,D
2127,MG,48054,MARLIÉRIA,E
2128,MG,40711,ARANTINA,D
2129,MG,43915,CORONEL PACHECO,E
2130,MG,41351,BIAS FORTES,D
2131,MG,40231,AIURUOCA,E
2132,MG,49310,PAIVA,E
2133,MG,42978,CASA GRANDE,C
2134,MG,42951,CARVALHOS,D
2135,MG,49352,FRONTEIRA DOS VALES,D
2136,MG,43893,CORONEL MURTA,D
2137,MG,45870,IBERTIOGA,D
2138,MG,45357,FREI GASPAR,E
2139,MG,42269,JAPONVAR,D
2140,MG,41343,PIEDADE DE CARATINGA,D
2141,MG,47813,MADRE DE DEUS DE MINAS,D
2142,MG,43478,CONCEIÇÃO DE IPANEMA,E
2143,MG,40576,ANTÔNIO CARLOS,D
2144,MG,44199,DATAS,D
2145,MG,43630,CONQUISTA,D
2146,MG,47694,LIBERDADE,E
2147,MG,52272,SÃO FRANCISCO DO GLÓRIA,E
2148,MG,40606,RIACHINHO,E
2149,MG,44075,CRISTIANO OTONI,D
2150,MG,52310,SÃO GERALDO DA PIEDADE,D
2151,MG,45039,FAMA,D
2152,MG,42153,CAMPANÁRIO,D
2153,MG,52094,SANTO ANTÔNIO DO RIO ABAIXO,D
2154,MG,41947,CÓRREGO FUNDO,D
2155,MG,40800,SARZEDO,D
2156,MG,45110,FELISBURGO,E
2157,MG,48992,NOVA PONTE,D
2158,MG,40274,ALBERTINA,D
2159,MG,51195,RIO VERMELHO,D
2160,MG,44555,DOM VIÇOSO,E
2161,MG,51039,RIO ESPERA,D
2162,MG,41211,BELMIRO BRAGA,E
2163,MG,50130,PIRAJUBA,D
2164,MG,53490,SIMÃO PEREIRA,E
2165,MG,40738,ARAPONGA,D
2166,MG,42552,CAPITÓLIO,D
2167,MG,51896,SANTA RITA DO ITUETO,E
2168,MG,45551,GRÃO MOGOL,D
2169,MG,47570,LAMIM,E
2170,MG,41084,MONTE FORMOSO,E
2171,MG,46795,ITINGA,D
2172,MG,44032,CRISTAIS,E
2173,MG,42064,FREI LAGONEGRO,D
2174,MG,49298,PAINS,D
2175,MG,41580,SÃO GERALDO DO BAIXIO,E
2176,MG,47651,LEANDRO FERREIRA,D
2177,MG,50539,PRADOS,E
2178,MG,49891,PEQUERI,E
2179,MG,40754,ARAPUÁ,D
2180,MG,48070,MARMELÓPOLIS,E
2181,MG,51594,SANTA MARIA DE ITABIRA,D
2182,MG,52957,SÃO SEBASTIÃO DO RIO PRETO,D
2183,MG,46396,ITACAMBIRA,D
2184,MG,54119,VARGEM BONITA,C
2185,MG,40509,NOVO ORIENTE DE MINAS,E
2186,MG,41963,CRISÓLITA,E
2187,MG,50750,QUELUZITO,C
2188,MG,44377,DIVINÉSIA,E
2189,MG,52973,SÃO SEBASTIÃO DO RIO VERDE,E
2190,MG,45152,FERNANDES TOURINHO,C
2191,MG,43397,COMERCINHO,E
2192,MG,48518,MONSENHOR PAULO,D
2193,MG,50059,PIEDADE DO RIO GRANDE,D
2194,MS,90034,ÁGUA CLARA,D
2195,MS,90379,BATAGUASSU,D
2196,MS,90875,INOCÊNCIA,D
2197,MS,91782,CHAPADÃO DO SUL,E
2198,MS,91472,RIO VERDE DE MATO GROSSO,D
2199,MS,98116,SELVÍRIA,D
2200,MS,90573,CASSILÂNDIA,D
2201,MS,90514,CAMPO GRANDE,D
2202,MS,98035,COSTA RICA,D
2203,MS,91138,NAVIRAÍ,D
2204,MS,90735,DOURADOS,E
2205,MS,91650,TRÊS LAGOAS,D
2206,MS,98132,SETE QUEDAS,D
2207,MS,91847,PARANHOS,E
2208,MS,91154,NIOAQUE,D
2209,MS,90859,IGUATEMI,D
2210,MS,90190,APARECIDA DO TABOADO,D
2211,MS,90930,IVINHEMA,C
2212,MS,90891,ITAPORÃ,E
2213,MS,91030,LADÁRIO,E
2214,MS,91251,PARANAÍBA,E
2215,MS,90999,JARDIM,D
2216,MS,55050,PARAÍSO DAS ÁGUAS,C
2217,MS,90417,BELA VISTA,D
2218,MS,90492,CAMAPUÃ,D
2219,MS,91715,ARAL MOREIRA,D
2220,MS,55000,NOVA ALVORADA DO SUL,E
2221,MS,90816,GUIA LOPES DA LAGUNA,E
2222,MS,91278,PEDRO GOMES,E
2223,MS,91731,ELDORADO,D
2224,MS,91693,ANGÉLICA,E
2225,MS,90638,CORUMBÁ,E
2226,MS,91570,SIDROLÂNDIA,E
2227,MS,91375,PORTO MURTINHO,E
2228,MS,90212,AQUIDAUANA,E
2229,MS,91316,PONTA PORÃ,D
2230,MS,90972,JARAGUARI,D
2231,MS,91073,MARACAJU,E
2232,MS,90654,COXIM,E
2233,MS,98019,BODOQUENA,D
2234,MS,90115,AMAMBAI,E
2235,MS,55018,ALCINÓPOLIS,E
2236,MS,91804,DOIS IRMÃOS DO BURITI,D
2237,MS,91790,MUNDO NOVO,E
2238,MS,98094,SÃO GABRIEL DO OESTE,D
2239,MS,98590,CORONEL SAPUCAIA,E
2240,MS,91430,RIO BRILHANTE,E
2241,MS,91596,TERENOS,E
2242,MS,91111,MIRANDA,E
2243,MS,91499,ROCHEDO,D
2244,MS,55042,NOVO HORIZONTE DO SUL,E
2245,MS,98078,ITAQUIRAÍ,C
2246,MS,91014,JATEÍ,E
2247,MS,91820,JUTI,D
2248,MS,91901,VICENTINA,D
2249,MS,55026,LAGUNA CARAPÃ,D
2250,MS,90131,ANASTÁCIO,D
2251,MS,90557,CAARAPÓ,E
2252,MS,91880,SONORA,D
2253,MS,90395,BATAYPORÃ,E
2254,MS,90433,BONITO,E
2255,MS,91863,SANTA RITA DO PARDO,D
2256,MS,90174,ANTÔNIO JOÃO,D
2257,MS,91758,DEODÁPOLIS,C
2258,MS,91235,NOVA ANDRADINA,E
2259,MS,90794,GLÓRIA DE DOURADOS,E
2260,MS,98051,DOURADINA,E
2261,MS,91413,RIBAS DO RIO PARDO,E
2262,MS,55069,FIGUEIRÃO,D
2263,MS,55034,JAPORÃ,E
2264,MS,90298,BANDEIRANTES,E
2265,MS,90751,FÁTIMA DO SUL,E
2266,MS,90158,ANAURILÂNDIA,D
2267,MS,91456,RIO NEGRO,E
2268,MS,90450,BRASILÂNDIA,E
2269,MS,90530,CARACOL,D
2270,MS,90611,CORGUINHO,C
2271,MS,98175,TAQUARUSSU,E
2272,MS,98159,TACURU,E
2273,MT,90352,BARRA DO GARÇAS,D
2274,MT,98990,VILA RICA,D
2275,MT,98892,PRIMAVERA DO LESTE,D
2276,MT,90107,SANTA CARMEM,D
2277,MT,90506,CAMPO VERDE,D
2278,MT,98973,VERA,D
2279,MT,98930,SORRISO,D
2280,MT,91812,PEDRA PRETA,D
2281,MT,90069,QUERÊNCIA,D
2282,MT,91855,TANGARÁ DA SERRA,D
2283,MT,90620,MATUPÁ,D
2284,MT,91936,CANARANA,D
2285,MT,91510,RONDONÓPOLIS,D
2286,MT,98612,ALTO TAQUARI,D
2287,MT,98639,ARAGUAIANA,D
2288,MT,90689,TAPURAH,D
2289,MT,98337,DENISE,D
2290,MT,89850,SINOP,C
2291,MT,90077,ALTO GARÇAS,D
2292,MT,91677,VÁRZEA GRANDE,D
2293,MT,89931,SÃO JOSÉ DOS QUATRO MARCOS,D
2294,MT,90603,LUCAS DO RIO VERDE,D
2295,MT,90956,JACIARA,D
2296,MT,89990,PONTES E LACERDA,E
2297,MT,91952,NOVA XAVANTINA,D
2298,MT,91103,ITANHANGÁ,D
2299,MT,90670,CUIABÁ,E
2300,MT,99058,GUARANTÃ DO NORTE,D
2301,MT,90905,BOM JESUS DO ARAGUAIA,D
2302,MT,89877,ALTA FLORESTA,E
2303,MT,89834,PARANATINGA,D
2304,MT,90484,CAMPO NOVO DO PARECIS,E
2305,MT,91081,IPIRANGA DO NORTE,D
2306,MT,90280,CONFRESA,E
2307,MT,89796,COLÍDER,D
2308,MT,91294,POCONÉ,D
2309,MT,89818,NOVA BRASILÂNDIA,D
2310,MT,98310,JUÍNA,D
2311,MT,90220,TABAPORÃ,D
2312,MT,90301,LAMBARI D'OESTE,D
2313,MT,90441,RIBEIRÃOZINHO,E
2314,MT,98191,JUARA,D
2315,MT,91170,NOBRES,D
2316,MT,90867,NOVA LACERDA,D
2317,MT,90336,BARRA DO BUGRES,D
2318,MT,90913,ITIQUIRA,E
2319,MT,91197,NORTELÂNDIA,D
2320,MT,91774,MIRASSOL D'OESTE,D
2321,MT,90042,ALTO BOA VISTA,D
2322,MT,90549,CASTANHEIRA,D
2323,MT,90018,ACORIZAL,D
2324,MT,91391,POXORÉU,D
2325,MT,91618,TESOURO,D
2326,MT,90883,NOVA UBIRATÃ,D
2327,MT,90093,ALTO PARAGUAI,D
2328,MT,98795,NOVO HORIZONTE DO NORTE,D
2329,MT,90760,CARLINDA,D
2330,MT,91057,LUCIARA,D
2331,MT,90344,PLANALTO DA SERRA,D
2332,MT,90727,SAPEZAL,D
2333,MT,89826,NOVA SANTA HELENA,D
2334,MT,90697,DIAMANTINO,D
2335,MT,91898,JUSCIMEIRA,D
2336,MT,98850,PORTO ALEGRE DO NORTE,C
2337,MT,90719,DOM AQUINO,D
2338,MT,91219,NOSSA SENHORA DO LIVRAMENTO,D
2339,MT,90140,NOVA GUARITA,D
2340,MT,90050,ALTO ARAGUAIA,E
2341,MT,91553,SANTO ANTÔNIO DO LEVERGER,D
2342,MT,90590,CHAPADA DOS GUIMARÃES,D
2343,MT,90778,GENERAL CARNEIRO,C
2344,MT,89893,ARAPUTANGA,D
2345,MT,91090,VILA BELA DA SANTÍSSIMA TRINDADE,D
2346,MT,90085,CANABRAVA DO NORTE,D
2347,MT,90310,BARÃO DE MELGAÇO,D
2348,MT,91910,ÁGUA BOA,E
2349,MT,91634,TORIXORÉU,E
2350,MT,98655,CAMPINÁPOLIS,E
2351,MT,90662,RIBEIRÃO CASCALHEIRA,E
2352,MT,91995,SÃO JOSÉ DO RIO CLARO,D
2353,MT,90476,CÁCERES,D
2354,MT,90166,NOVA MARILÂNDIA,C
2355,MT,98833,PARANAÍTA,D
2356,MT,89800,CURVELÂNDIA,D
2357,MT,98752,NOVA CANAÃ DO NORTE,D
2358,MT,98710,MARCELÂNDIA,D
2359,MT,90522,CLÁUDIA,D
2360,MT,90700,PONTAL DO ARAGUAIA,D
2361,MT,90565,JANGADA,D
2362,MT,98876,PORTO ESPERIDIÃO,D
2363,MT,90824,GAÚCHA DO NORTE,D
2364,MT,90840,UNIÃO DO SUL,D
2365,MT,90832,GUIRATINGA,D
2366,MT,90468,BRASNORTE,D
2367,MT,98957,TERRA NOVA DO NORTE,D
2368,MT,90255,ARENÁPOLIS,D
2369,MT,90964,NOVA NAZARÉ,D
2370,MT,90263,APIACÁS,C
2371,MT,98914,RESERVA DO CABAÇAL,D
2372,MT,89915,JAURU,D
2373,MT,89958,RIO BRANCO,D
2374,MT,99015,COMODORO,E
2375,MT,90026,SÃO JOSÉ DO POVO,D
2376,MT,90409,SÃO PEDRO DA CIPA,D
2377,MT,90646,NOVA MUTUM,D
2378,MT,90239,ARAGUAINHA,D
2379,MT,90328,SANTO AFONSO,E
2380,MT,91359,PORTO DOS GAÚCHOS,D
2381,MT,98671,COCALINHO,D
2382,MT,90182,PORTO ESTRELA,E
2383,MT,90808,NOVO MUNDO,E
2384,MT,98817,PEIXOTO DE AZEVEDO,D
2385,MT,91006,CONQUISTA D'OESTE,D
2386,MT,91022,VALE DE SÃO DOMINGOS,D
2387,MT,91332,PONTE BRANCA,D
2388,MT,98698,ITAÚBA,E
2389,MT,91839,SÃO FÉLIX DO ARAGUAIA,D
2390,MT,89788,COLNIZA,E
2391,MT,90123,NOVA MARINGÁ,D
2392,MT,91537,ROSÁRIO OESTE,D
2393,MT,98736,NOVA OLÍMPIA,D
2394,MT,90360,NOVA MONTE VERDE,D
2395,MT,90271,ARIPUANÃ,D
2396,MT,99074,INDIAVAÍ,D
2397,MT,90743,CAMPOS DE JÚLIO,E
2398,MT,90425,COTRIGUAÇU,E
2399,MT,90204,GLÓRIA D'OESTE,D
2400,MT,98779,NOVO SÃO JOAQUIM,D
2401,MT,90581,JURUENA,E
2402,MT,99031,FIGUEIRÓPOLIS D'OESTE,D
2403,MT,89974,SALTO DO CÉU,D
2404,MT,90387,NOVA BANDEIRANTES,E
2405,MT,90786,FELIZ NATAL,D
2406,MT,89843,SANTO ANTÔNIO DO LESTE,E
2407,MT,90921,SERRA NOVA DOURADA,D
2408,MT,91979,SANTA TEREZINHA,D
2409,MT,89960,RONDOLÂNDIA,D
2410,MT,90948,NOVO SANTO ANTÔNIO,D
2411,MT,90247,SÃO JOSÉ DO XINGU,E
2412,MT,90980,SANTA CRUZ DO XINGU,E
2413,MT,91049,SANTA RITA DO TRIVELATO,D
2414,PA,4774,JURUTI,E
2415,PA,4472,CASTANHAL,D
2416,PA,4138,ANAJÁS,C
2417,PA,5355,SANTARÉM,D
2418,PA,5339,SANTANA DO ARAGUAIA,E
2419,PA,4537,CONCEIÇÃO DO ARAGUAIA,D
2420,PA,5711,XINGUARA,D
2421,PA,5916,PACAJÁ,D
2422,PA,4120,ELDORADO DOS CARAJÁS,D
2423,PA,4103,MÃE DO RIO,D
2424,PA,4324,ULIANÓPOLIS,D
2425,PA,4340,AURORA DO PARÁ,E
2426,PA,4715,ITAITUBA,D
2427,PA,4804,BELTERRA,D
2428,PA,4839,MARABÁ,E
2429,PA,5738,RONDON DO PARÁ,E
2430,PA,4022,TAILÂNDIA,D
2431,PA,5037,OEIRAS DO PARÁ,E
2432,PA,5290,SANTA ISABEL DO PARÁ,E
2433,PA,5835,PARAUAPEBAS,D
2434,PA,4847,SAPUCAIA,D
2435,PA,5673,REDENÇÃO,D
2436,PA,4235,BAIÃO,E
2437,PA,4820,SÃO JOÃO DA PONTA,D
2438,PA,5134,PONTA DE PEDRAS,D
2439,PA,5452,SÃO FÉLIX DO XINGU,D
2440,PA,4332,BRAGANÇA,E
2441,PA,4278,BELÉM,E
2442,PA,4650,IGARAPÉ-MIRI,E
2443,PA,4677,INHANGAPI,D
2444,PA,5614,TUCURUÍ,E
2445,PA,5851,CURIONÓPOLIS,D
2446,PA,4359,BREVES,C
2447,PA,5959,OURILÂNDIA DO NORTE,E
2448,PA,4065,SÃO JOÃO DE PIRABAS,D
2449,PA,4570,CURUÇÁ,D
2450,PA,5070,OURÉM,D
2451,PA,4294,BENEVIDES,D
2452,PA,4790,LIMOEIRO DO AJURU,E
2453,PA,4863,MOJUÍ DOS CAMPOS,E
2454,PA,4642,MARITUBA,D
2455,PA,4006,GOIANÉSIA DO PARÁ,E
2456,PA,4154,ANANINDEUA,E
2457,PA,4740,CURUÁ,D
2458,PA,4251,BARCARENA,E
2459,PA,4448,BREU BRANCO,D
2460,PA,4464,SÃO DOMINGOS DO ARAGUAIA,E
2461,PA,4871,MARAPANIM,D
2462,PA,5231,SALINÓPOLIS,D
2463,PA,5096,PARAGOMINAS,E
2464,PA,5932,BREJO GRANDE DO ARAGUAIA,E
2465,PA,5754,URUARÁ,E
2466,PA,5991,SANTA MARIA DAS BARREIRAS,D
2467,PA,5053,ORIXIMINÁ,D
2468,PA,5312,SANTA MARIA DO PARÁ,D
2469,PA,4073,ALENQUER,D
2470,PA,4952,MONTE ALEGRE,E
2471,PA,4090,ALMEIRIM,D
2472,PA,5479,SÃO FRANCISCO DO PARÁ,E
2473,PA,4626,PLACAS,D
2474,PA,4383,NOVO PROGRESSO,E
2475,PA,4979,MUANÁ,D
2476,PA,5258,SALVATERRA,D
2477,PA,4413,CAMETÁ,E
2478,PA,4693,IRITUIA,E
2479,PA,4375,BUJARU,E
2480,PA,4707,CANAÃ DOS CARAJÁS,D
2481,PA,5371,SANTARÉM NOVO,E
2482,PA,4014,ABAETETUBA,D
2483,PA,4170,AUGUSTO CORRÊA,D
2484,PA,4936,MOJU,E
2485,PA,5495,SÃO JOÃO DO ARAGUAIA,D
2486,PA,4111,ALTAMIRA,E
2487,PA,5592,TOMÉ-AÇU,D
2488,PA,5550,SENADOR JOSÉ PORFÍRIO,E
2489,PA,4200,JACAREACANGA,E
2490,PA,4243,SANTA BÁRBARA DO PARÁ,E
2491,PA,4405,VITÓRIA DO XINGU,E
2492,PA,4669,TRACUATEUA,D
2493,PA,5657,VISEU,D
2494,PA,5410,SÃO CAETANO DE ODIVELAS,E
2495,PA,5878,GARRAFÃO DO NORTE,E
2496,PA,5576,SOURE,E
2497,PA,4510,COLARES,D
2498,PA,4723,ANAPU,E
2499,PA,4260,ÁGUA AZUL DO NORTE,E
2500,PA,5193,PRAINHA,D
2501,PA,5398,SANTO ANTÔNIO DO TAUÁ,C
2502,PA,4430,CAPANEMA,D
2503,PA,5150,PORTEL,D
2504,PA,4545,TERRA ALTA,E
2505,PA,5517,SÃO MIGUEL DO GUAMÁ,E
2506,PA,4596,FARO,D
2507,PA,4502,ABEL FIGUEIREDO,E
2508,PA,5630,VIGIA,E
2509,PA,4367,TERRA SANTA,E
2510,PA,5177,PORTO DE MOZ,E
2511,PA,4758,JACUNDÁ,E
2512,PA,4219,BAGRE,D
2513,PA,4049,BOM JESUS DO TOCANTINS,E
2514,PA,4316,BONITO,D
2515,PA,4812,MAGALHÃES BARATA,D
2516,PA,4081,TUCUMÃ,E
2517,PA,4421,NOVO REPARTIMENTO,E
2518,PA,5819,CONCÓRDIA DO PARÁ,D
2519,PA,4499,CHAVES,D
2520,PA,4600,NOVA IPIXUNA,D
2521,PA,4855,MARACANÃ,E
2522,PA,4685,QUATIPURU,D
2523,PA,4553,CURRALINHO,E
2524,PA,5215,PRIMAVERA,C
2525,PA,4634,IGARAPÉ-AÇU,D
2526,PA,4910,MOCAJUBA,E
2527,PA,5118,PEIXE-BOI,D
2528,PA,4391,CACHOEIRA DO ARARI,E
2529,PA,4766,CACHOEIRA DO PIRIÁ,D
2530,PA,5770,MEDICILÂNDIA,D
2531,PA,4561,FLORESTA DO ARAGUAIA,E
2532,PA,5436,SÃO DOMINGOS DO CAPIM,E
2533,PA,5010,ÓBIDOS,D
2534,PA,4898,MELGAÇO,D
2535,PA,5797,SÃO GERALDO DO ARAGUAIA,D
2536,PA,5533,SÃO SEBASTIÃO DA BOA VISTA,D
2537,PA,4189,IPIXUNA DO PARÁ,D
2538,PA,4030,ACARÁ,E
2539,PA,4456,CAPITÃO POÇO,D
2540,PA,4480,NOVA ESPERANÇA DO PIRIÁ,E
2541,PA,4162,PALESTINA DO PARÁ,D
2542,PA,4286,TRAIRÃO,C
2543,PA,5274,SANTA CRUZ DO ARARI,E
2544,PA,4227,BRASIL NOVO,E
2545,PA,4197,AVEIRO,D
2546,PA,4995,NOVA TIMBOTEUA,D
2547,PA,4731,ITUPIRANGA,D
2548,PA,4782,PIÇARRA,E
2549,PA,4057,AFUÁ,D
2550,PA,4146,SANTA LUZIA DO PARÁ,E
2551,PA,5690,RIO MARIA,E
2552,PA,5975,DOM ELISEU,D
2553,PA,4588,BANNACH,E
2554,PA,5894,RURÓPOLIS,E
2555,PA,4308,PAU D'ARCO,E
2556,PA,4529,CUMARU DO NORTE,E
2557,PA,4618,GURUPÁ,E
2558,PB,19046,SÃO JOSÉ DOS RAMOS,D
2559,PB,19798,CAMALAÚ,D
2560,PB,20516,JOÃO PESSOA,D
2561,PB,22250,SOUSA,D
2562,PB,21474,PRINCESA ISABEL,D
2563,PB,20796,MAMANGUAPE,D
2564,PB,19178,ARARA,D
2565,PB,21571,RIACHO DOS CAVALOS,D
2566,PB,21792,SÃO BENTO,D
2567,PB,22110,SERRA BRANCA,D
2568,PB,22179,SERRA REDONDA,D
2569,PB,21237,PEDRA LAVRADA,D
2570,PB,22071,SAPÉ,D
2571,PB,19011,ÁGUA BRANCA,D
2572,PB,20591,JURIPIRANGA,D
2573,PB,21172,PATOS,E
2574,PB,21911,SÃO JOSÉ DE PIRANHAS,D
2575,PB,20931,MONTE HOREBE,D
2576,PB,21318,PILAR,D
2577,PB,21695,SANTA LUZIA,D
2578,PB,19712,CACIMBA DE DENTRO,D
2579,PB,19038,AGUIAR,D
2580,PB,19836,CARRAPATEIRA,D
2581,PB,19810,CAMPINA GRANDE,C
2582,PB,20834,MARI,D
2583,PB,19372,BAYEUX,D
2584,PB,19313,BANANEIRAS,E
2585,PB,19755,CAJAZEIRAS,D
2586,PB,19542,SÃO JOSÉ DO BREJO DO CRUZ,D
