,UF,CODIGO DO MUNICIPIO,NOME DO MUNICIPIO,ESPECTRO
688,CE,13250,ARARIPE,D
689,CE,13480,ITAITINGA,E
690,CE,13242,GUAIÚBA,D
691,CE,13080,TURURU,D
692,CE,15156,PENTECOSTE,D
693,CE,13196,AQUIRAZ,E
694,CE,14435,JARDIM,D
695,CE,14699,MISSÃO VELHA,E
696,CE,15598,SOBRAL,D
697,CE,15091,PARAMOTI,D
698,CE,14591,MARTINÓPOLE,E
699,CE,14672,MILAGRES,D
700,CE,15199,PIQUET CARNEIRO,D
701,CE,15253,POTENGI,E
702,CE,98574,VARJOTA,E
703,CE,13226,EUSÉBIO,E
704,CE,15431,SANTANA DO CARIRI,D
705,CE,13471,BOA VIAGEM,E
706,CE,14877,NOVA RUSSAS,D
707,CE,14036,GUARAMIRANGA,E
708,CE,14630,MAURITI,E
709,CE,14753,MORADA NOVA,E
710,CE,15750,UMARI,D
711,CE,13498,BREJO SANTO,D
712,CE,14117,IGUATU,D
713,CE,13536,CAMPOS SALES,D
714,CE,15920,IBICUITINGA,D
715,CE,14176,IPU,E
716,CE,15555,SENADOR POMPEU,E
717,CE,15997,PARAIPABA,E
718,CE,15075,PARAMBU,E
719,CE,15032,PALMÁCIA,D
720,CE,15776,URUBURETAMA,D
721,CE,15059,PARACURU,E
722,CE,14974,PACOTI,D
723,CE,15458,SANTA QUITÉRIA,E
724,CE,13323,TEJUÇUOCA,D
725,CE,15016,PALHANO,D
726,CE,13161,CHOROZINHO,D
727,CE,13501,FORTIM,D
728,CE,13099,ALCÂNTARAS,E
729,CE,13447,CATUNDA,E
730,CE,14060,IBARETAMA,E
731,CE,14532,LIMOEIRO DO NORTE,E
732,CE,14010,GUARACIABA DO NORTE,E
733,CE,13145,ACARAPE,D
734,CE,14818,MUCAMBO,D
735,CE,13463,CHORÓ,D
736,CE,15318,QUIXERÉ,D
737,CE,13137,ALTO SANTO,E
738,CE,13269,POTIRETAMA,D
739,CE,15172,PEREIRO,E
740,CE,14214,IRACEMA,D
741,CE,15237,PORTEIRAS,E
742,CE,15130,PENAFORTE,E
743,CE,13870,FARIAS BRITO,D
744,CE,14052,HIDROLÂNDIA,E
745,CE,13005,JIJOCA DE JERICOACOARA,E
746,CE,15636,TABULEIRO DO NORTE,D
747,CE,15830,VIÇOSA DO CEARÁ,D
748,CE,15393,SABOEIRO,D
749,CE,98531,QUIXELÔ,E
750,CE,14338,ITATIRA,E
751,CE,14311,ITAPIÚNA,C
752,CE,15652,TAMBORIL,E
753,CE,15270,QUIXADÁ,E
754,CE,13129,BARREIRA,E
755,CE,13307,OCARA,E
756,CE,15938,ICAPUÍ,D
757,CE,13773,CHAVAL,D
758,CE,14516,LAVRAS DA MANGABEIRA,E
759,CE,14230,IRAUÇUBA,D
760,CE,13293,ARNEIROZ,D
761,CE,15296,QUIXERAMOBIM,D
762,CE,14575,MARCO,D
763,CE,14397,JAGUARIBE,D
764,CE,13340,IPAPORANGA,E
765,CE,13676,CARNAUBAL,E
766,CE,15792,URUOCA,D
767,CE,14680,MIRAÍMA,C
768,CE,15474,SÃO BENEDITO,E
769,CE,13455,BELA CRUZ,D
770,CE,15717,TRAIRI,E
771,CE,13200,ERERÉ,E
772,CE,13633,CARIRIAÇU,D
773,CE,13102,QUITERIANÓPOLIS,D
774,CE,13390,BARRO,D
775,CE,14192,IPUEIRAS,E
776,CE,13951,GRANJA,E
777,CE,13935,GENERAL SAMPAIO,E
778,CE,13617,CARIRÉ,D
779,CE,13277,ARATUBA,D
780,CE,14656,MERUOCA,E
781,CE,13315,ASSARÉ,E
782,CE,15881,CROATÁ,E
783,CE,14354,JAGUARETAMA,E
784,CE,14893,NOVO ORIENTE,E
785,CE,14451,JATI,E
786,CE,13110,ALTANEIRA,D
787,CE,13919,FRECHEIRINHA,E
788,CE,15989,DEPUTADO IRAPUAN PINHEIRO,E
789,CE,14915,ORÓS,D
790,CE,15210,PORANGA,C
791,CE,13048,PIRES FERREIRA,E
792,CE,13366,TARRAFAS,D
793,CE,13978,GRANJEIRO,C
794,CE,13021,MADALENA,E
795,CE,15440,SALITRE,D
796,CE,14150,IPAUMIRIM,C
797,CE,14737,MONSENHOR TABOSA,D
798,CE,13013,ABAIARA,E
799,CE,13153,ANTONINA DO NORTE,D
800,CE,15512,SÃO JOÃO DO JAGUARIBE,E
801,DF,97012,BRASÍLIA,D
802,ES,56103,MARECHAL FLORIANO,D
803,ES,56057,ALFREDO CHAVES,D
804,ES,57053,VITÓRIA,C
805,ES,56472,GUARAPARI,D
806,ES,57037,VILA VELHA,E
807,ES,56995,SERRA,D
808,ES,56251,CARIACICA,D
809,ES,56294,COLATINA,E
810,ES,57010,VIANA,D
811,ES,56596,IÚNA,D
812,ES,56197,BOA ESPERANÇA,D
813,ES,56090,APIACÁ,D
814,ES,56677,MIMOSO DO SUL,D
815,ES,56081,VILA PAVÃO,D
816,ES,56235,CACHOEIRO DE ITAPEMIRIM,E
817,ES,56693,MONTANHA,D
818,ES,56790,PANCAS,D
819,ES,57070,MARILÂNDIA,D
820,ES,56537,ITAGUAÇU,E
821,ES,56812,PINHEIROS,E
822,ES,56189,SOORETAMA,D
823,ES,57975,VENDA NOVA DO IMIGRANTE,D
824,ES,56073,ANCHIETA,D
825,ES,57916,LARANJA DA TERRA,D
826,ES,57150,PEDRO CANÁRIO,D
827,ES,56855,PRESIDENTE KENNEDY,E
828,ES,56456,GUAÇUÍ,D
829,ES,56308,GOVERNADOR LINDENBERG,E
830,ES,56162,SÃO ROQUE DO CANAÃ,D
831,ES,56219,BOM JESUS DO NORTE,E
832,ES,56111,ARACRUZ,D
833,ES,56006,SÃO DOMINGOS DO NORTE,E
834,ES,56413,ECOPORANGA,E
835,ES,56936,SÃO GABRIEL DA PALHA,D
836,ES,56154,BAIXO GUANDU,D
837,ES,57134,JAGUARÉ,D
838,ES,56146,BREJETUBA,E
839,ES,56758,MUQUI,D
840,ES,56979,SÃO MATEUS,D
841,ES,56430,FUNDÃO,D
842,ES,56120,MARATAÍZES,E
843,ES,56553,ITAPEMIRIM,E
844,ES,56049,IRUPI,E
845,ES,56278,CASTELO,D
846,ES,57932,SANTA MARIA DE JETIBÁ,D
847,ES,56634,LINHARES,E
848,ES,56510,ICONHA,D
849,ES,56138,ATÍLIO VIVÁCQUA,D
850,ES,56910,SANTA TERESA,D
851,ES,56391,DORES DO RIO PRETO,E
852,ES,56715,MUCURICI,D
853,ES,56502,IBITIRAMA,E
854,ES,56332,CONCEIÇÃO DO CASTELO,D
855,ES,56022,ÁGUA DOCE DO NORTE,D
856,ES,56570,ITARANA,E
857,ES,56227,VILA VALÉRIO,D
858,ES,56170,BARRA DE SÃO FRANCISCO,E
859,ES,57959,VARGEM ALTA,D
860,ES,56839,PIÚMA,D
861,ES,56375,DOMINGOS MARTINS,D
862,ES,56014,AFONSO CLÁUDIO,E
863,ES,56200,PONTO BELO,D
864,ES,56898,SANTA LEOPOLDINA,E
865,ES,56871,RIO NOVO DO SUL,D
866,ES,56618,JERÔNIMO MONTEIRO,E
867,ES,56359,DIVINO DE SÃO LOURENÇO,E
868,ES,56030,ALEGRE,D
869,ES,57096,IBATIBA,E
870,ES,56626,JOÃO NEIVA,D
871,ES,56774,NOVA VENÉCIA,D
872,ES,57991,ÁGUIA BRANCA,D
873,ES,56650,MANTENÓPOLIS,E
874,ES,57118,RIO BANANAL,E
875,ES,56952,SÃO JOSÉ DO CALÇADO,E
876,ES,56065,ALTO RIO NOVO,E
877,ES,56316,CONCEIÇÃO DA BARRA,D
878,ES,56499,IBIRAÇU,E
879,ES,56731,MUNIZ FREIRE,E
880,GO,93777,GOIÁS,D
881,GO,92339,ARAGARÇAS,E
882,GO,94331,JATAÍ,D
883,GO,92215,ANÁPOLIS,E
884,GO,96075,SERRANÓPOLIS,D
885,GO,95850,SANTA ROSA DE GOIÁS,D
886,GO,96571,VICENTINÓPOLIS,C
887,GO,93831,GUARANI DE GOIÁS,D
888,GO,95613,POSSE,D
889,GO,92932,CAMPINORTE,D
890,GO,95311,PETROLINA DE GOIÁS,D
891,GO,95494,PONTALINA,D
892,GO,96172,TAQUARAL DE GOIÁS,D
893,GO,96334,URUAÇU,D
894,GO,92223,FAINA,D
895,GO,92100,CEZARINA,D
896,GO,93998,IPORÁ,D
897,GO,94013,ISRAELÂNDIA,D
898,GO,95419,PIRANHAS,D
899,GO,92312,ARAÇU,E
900,GO,93734,GOIÂNIA,E
901,GO,96059,SÃO SIMÃO,D
902,GO,95095,PADRE BERNARDO,D
903,GO,93343,ÁGUAS LINDAS DE GOIÁS,D
904,GO,92010,ABADIÂNIA,D
905,GO,92894,CALDAS NOVAS,D
906,GO,93327,NOVO GAMA,D
907,GO,94455,LUZIÂNIA,D
908,GO,92908,SANTO ANTÔNIO DE GOIÁS,D
909,GO,92274,APARECIDA DE GOIÂNIA,D
910,GO,96776,SANTO ANTÔNIO DO DESCOBERTO,D
911,GO,92835,CACHOEIRA DE GOIÁS,D
912,GO,93394,DAVINÓPOLIS,D
913,GO,94919,NOVA AMÉRICA,D
914,GO,94250,ITUMBIARA,E
915,GO,93718,GOIANÉSIA,D
916,GO,94595,MINEIROS,D
917,GO,93548,IPIRANGA DE GOIÁS,D
918,GO,94773,MOZARLÂNDIA,D
919,GO,92630,BARRO ALTO,D
920,GO,93262,BURITINÓPOLIS,D
921,GO,92720,SIMOLÂNDIA,D
922,GO,93491,EDÉIA,D
923,GO,94137,ITAPACI,D
924,GO,95630,QUIRINÓPOLIS,D
925,GO,92169,MORRO AGUDO DE GOIÁS,D
926,GO,96091,SILVÂNIA,D
927,GO,95559,PORANGATU,D
928,GO,93181,MONTIVIDIU DO NORTE,E
929,GO,93297,CRIXÁS,D
930,GO,93750,GOIANIRA,E
931,GO,93092,DIVINÓPOLIS DE GOIÁS,D
932,GO,93890,HIDROLÂNDIA,D
933,GO,96717,ARENÓPOLIS,D
934,GO,92568,SANTA FÉ DE GOIÁS,D
935,GO,92703,SENADOR CANEDO,D
936,GO,93017,CATALÃO,D
937,GO,95397,PIRACANJUBA,D
938,GO,96016,SÃO MIGUEL DO ARAGUAIA,D
939,GO,96539,NOVA CRIXÁS,D
940,GO,96253,TRINDADE,D
941,GO,93637,FORMOSO,D
942,GO,95753,SANCLERLÂNDIA,D
943,GO,92878,CAIAPÔNIA,D
944,GO,92150,ALVORADA DO NORTE,D
945,GO,92061,CAMPOS VERDES,D
946,GO,93009,APARECIDA DO RIO DOCE,D
947,GO,94315,JARAGUÁ,D
948,GO,94579,MAURILÂNDIA,D
949,GO,92649,SÃO LUIZ DO NORTE,D
950,GO,93408,BONÓPOLIS,D
951,GO,93300,VALPARAÍSO DE GOIÁS,D
952,GO,96610,AMERICANO DO BRASIL,D
953,GO,92797,CABECEIRAS,D
954,GO,93360,ABADIA DE GOIÁS,D
955,GO,93610,FORMOSA,D
956,GO,92495,ARUANÃ,D
957,GO,92363,MONTIVIDIU,D
958,GO,92657,BELA VISTA DE GOIÁS,D
959,GO,94218,ITARUMÃ,D
960,GO,95737,RUBIATABA,D
961,GO,93025,CIDADE OCIDENTAL,D
962,GO,95052,OURO VERDE DE GOIÁS,D
963,GO,95770,SANTA BÁRBARA DE GOIÁS,D
964,GO,93050,CAVALCANTE,D
965,GO,94110,ITAJÁ,D
966,GO,96474,MINAÇU,E
967,GO,92851,CAÇU,D
968,GO,95354,PILAR DE GOIÁS,E
969,GO,95893,SANTA TEREZINHA DE GOIÁS,D
970,GO,96695,ARAGUAPAZ,D
971,GO,94854,NAZÁRIO,D
972,GO,95710,RIO VERDE,D
973,GO,93068,PEROLÂNDIA,D
974,GO,94757,MOSSÂMEDES,D
975,GO,93270,CRISTIANÓPOLIS,D
976,GO,93386,AMARALINA,D
977,GO,96890,SANTA ISABEL,D
978,GO,92819,CACHOEIRA ALTA,D
979,GO,92991,CARMO DO RIO VERDE,D
980,GO,92266,GOUVELÂNDIA,D
981,GO,92975,CAMPOS BELOS,D
982,GO,95818,SANTA HELENA DE GOIÁS,D
983,GO,96814,INDIARA,E
984,GO,92096,ALOÂNDIA,C
985,GO,95117,PALMEIRAS DE GOIÁS,D
986,GO,94676,MONTE ALEGRE DE GOIÁS,D
987,GO,92860,GUARINOS,D
988,GO,93076,CERES,D
989,GO,95230,PARAÚNA,D
990,GO,94439,LEOPOLDO DE BULHÕES,C
991,GO,96873,CAMPINAÇU,D
992,GO,93203,SANTO ANTÔNIO DA BARRA,D
993,GO,94870,NERÓPOLIS,D
994,GO,93289,VILA BOA,D
995,GO,94471,MAIRIPOTABA,D
996,GO,96458,ACREÚNA,D
997,GO,93670,GOIANÁPOLIS,D
998,GO,95435,PIRENÓPOLIS,D
999,GO,92800,TURVELÂNDIA,D
1000,GO,93815,GUAPÓ,D
1001,GO,93254,CRISTALINA,D
1002,GO,92290,APORÉ,E
1003,GO,93874,HEITORAÍ,D
1004,GO,92789,TROMBAS,D
1005,GO,92053,ALEXÂNIA,D
1006,GO,95974,SÃO JOÃO D'ALIANÇA,D
1007,GO,94730,MORRINHOS,D
1008,GO,93599,FLORES DE GOIÁS,D
1009,GO,94030,ITABERAÍ,E
1010,GO,94234,ITAUÇU,D
1011,GO,93602,LAGOA SANTA,D
1012,GO,92665,SÃO MIGUEL DO PASSA QUATRO,D
1013,GO,92207,EDEALINA,D
1014,GO,92347,MIMOSO DE GOIÁS,D
1015,GO,94510,MARA ROSA,D
1016,GO,96415,VIANÓPOLIS,D
1017,GO,92959,CAMPO ALEGRE DE GOIÁS,D
1018,GO,92916,CAMPESTRE DE GOIÁS,D
1019,GO,92355,ARAGOIÂNIA,E
1020,GO,92118,ALTO PARAÍSO DE GOIÁS,E
1021,GO,92126,COLINAS DO SUL,D
1022,GO,93793,GOIATUBA,D
1023,GO,95079,OUVIDOR,D
1024,GO,95958,PLANALTINA,E
1025,GO,94650,MOIPORÁ,C
1026,GO,93955,INHUMAS,D
1027,GO,93513,ESTRELA DO NORTE,D
1028,GO,94374,JOVIÂNIA,D
1029,GO,92177,AMORINÓPOLIS,C
1030,GO,95990,SÃO LUÍS DE MONTES BELOS,D
1031,GO,92258,ANICUNS,D
1032,GO,93912,HIDROLINA,D
1033,GO,92940,ALTO HORIZONTE,C
1034,GO,94293,JANDAIA,D
1035,GO,96938,ÁGUA FRIA DE GOIÁS,D
1036,GO,92282,ITAGUARI,D
1037,GO,93173,CORUMBÁ DE GOIÁS,D
1038,GO,93483,SÃO PATRÍCIO,C
1039,GO,94153,ITAPIRAPUÃ,D
1040,GO,95010,NOVO BRASIL,D
1041,GO,92690,BOM JESUS DE GOIÁS,D
1042,GO,94790,MUTUNÓPOLIS,D
1043,GO,92550,AVELINÓPOLIS,E
1044,GO,93505,VILA PROPÍCIO,E
1045,GO,93122,CALDAZINHA,C
1046,GO,93378,DAMOLÂNDIA,C
1047,GO,95656,RIALMA,D
1048,GO,94196,ITAPURANGA,D
1049,GO,95451,PIRES DO RIO,D
1050,GO,94072,ITAGUARU,E
1051,GO,95672,RIANÁPOLIS,D
1052,GO,95877,SANTA TEREZA DE GOIÁS,D
1053,GO,96733,CACHOEIRA DOURADA,D
1054,GO,92924,CHAPADÃO DO CÉU,D
1055,GO,92029,BONFINÓPOLIS,D
1056,GO,92827,RIO QUENTE,D
1057,GO,92754,BRITÂNIA,D
1058,GO,93084,NOVA IGUAÇU DE GOIÁS,D
1059,GO,94935,NOVA AURORA,C
1060,GO,93351,DAMIANÓPOLIS,E
1061,GO,93246,UIRAPURU,D
1062,GO,92320,MATRINCHÃ,D
1063,GO,93033,CATURAÍ,D
1064,GO,94897,NIQUELÂNDIA,E
1065,GO,95036,ORIZONA,D
1066,GO,93440,SANTA RITA DO NOVO DESTINO,D
1067,GO,92673,BOM JARDIM DE GOIÁS,C
1068,GO,93564,GAMELEIRA DE GOIÁS,D
1069,GO,96555,NOVA GLÓRIA,D
1070,GO,93939,IACIARA,E
1071,GO,93157,CÓRREGO DO OURO,D
1072,GO,94552,PARANAIGUARA,D
1073,GO,94978,NOVA VENEZA,C
1074,GO,93041,PROFESSOR JAMIL,C
1075,GO,96113,SÍTIO D'ABADIA,D
1076,GO,92886,COCALZINHO DE GOIÁS,D
1077,GO,93335,CUMARI,C
1078,GO,95796,SANTA CRUZ DE GOIÁS,D
1079,GO,92231,ANHANGÜERA,D
1080,GO,93971,IPAMERI,D
1081,GO,93319,CROMÍNIA,D
1082,GO,94390,JUSSARA,D
1083,GO,94536,MARZAGÃO,D
1084,GO,93572,FIRMINÓPOLIS,D
1085,GO,93220,TEREZÓPOLIS DE GOIÁS,D
1086,GO,94714,MONTES CLAROS DE GOIÁS,D
1087,GO,94358,JAUPACI,D
1088,GO,93165,INACIOLÂNDIA,D
1089,GO,92711,BRAZABRANTES,D
1090,GO,92517,AURILÂNDIA,D
1091,GO,96318,TURVÂNIA,D
1092,GO,96393,VARJÃO,D
1093,GO,92614,BALIZA,E
1094,GO,96512,MUNDO NOVO,D
1095,GO,93696,GOIANDIRA,C
1096,GO,96350,URUANA,D
1097,GO,95931,SÃO FRANCISCO DE GOIÁS,D
1098,GO,93190,CORUMBAÍBA,D
1099,GO,95575,PORTELÂNDIA,D
1100,GO,94498,MAMBAÍ,D
1101,GO,96377,URUTAÍ,D
1102,GO,92460,PALESTINA DE GOIÁS,D
1103,GO,96750,DOVERLÂNDIA,E
1104,GO,93432,DIORAMA,D
1105,GO,92983,JESÚPOLIS,D
1106,GO,95133,PALMELO,E
1107,GO,96911,ADELÂNDIA,D
1108,GO,93106,BURITI DE GOIÁS,D
1109,GO,92622,SÃO JOÃO DA PARAÚNA,D
1110,GO,96237,TRÊS RANCHOS,E
1111,GO,92444,NOVO PLANALTO,D
1112,GO,95176,PANAMÁ,C
1113,GO,95915,SÃO DOMINGOS,E
1114,GO,93424,PORTEIRÃO,D
1115,GO,93149,GUARAÍTA,C
1116,GO,94277,IVOLÂNDIA,D
1117,GO,92762,TERESINA DE GOIÁS,D
1118,GO,92967,CASTELÂNDIA,D
1119,GO,95834,SANTA RITA DO ARAGUAIA,D
1120,GO,93580,CAMPO LIMPO DE GOIÁS,D
1121,GO,93530,FAZENDA NOVA,D
1122,GO,92770,BURITI ALEGRE,C
1123,GO,95150,PALMINÓPOLIS,D
1124,GO,92037,ÁGUA LIMPA,C
1125,GO,94951,NOVA ROMA,D
1126,MA,8737,PIRAPEMAS,D
1127,MA,8036,IMPERATRIZ,D
1128,MA,9210,SÃO LUÍS,E
1129,MA,7200,BERNARDO DO MEARIM,D
1130,MA,7650,COELHO NETO,D
1131,MA,7714,CURURUPU,D
1132,MA,7455,CAJAPIÓ,D
1133,MA,8770,PORTO FRANCO,C
1134,MA,8796,PRESIDENTE DUTRA,D
1135,MA,8443,SÃO ROBERTO,D
1136,MA,9717,ZÉ DOCA,D
1137,MA,8753,POÇÃO DE PEDRAS,D
1138,MA,8150,LAGO DO JUNCO,D
1139,MA,9610,AÇAILÂNDIA,D
1140,MA,7668,GOVERNADOR NUNES FREIRE,D
1141,MA,8893,SÃO JOSÉ DE RIBAMAR,D
1142,MA,8591,PASTOS BONS,D
1143,MA,8133,LAGO DA PEDRA,D
1144,MA,7285,BOM LUGAR,D
1145,MA,8176,LAGO VERDE,D
1146,MA,7447,CENTRO DO GUILHERME,D
1147,MA,7277,BALSAS,D
1148,MA,8060,PEDRO DO ROSÁRIO,D
1149,MA,7153,ANAPURUS,D
1150,MA,7609,GOVERNADOR EDISON LOBÃO,D
1151,MA,7366,BURITIRANA,D
1152,MA,8354,MIRINZAL,D
1153,MA,7617,CHAPADINHA,D
1154,MA,7935,GRAJAÚ,D
1155,MA,8559,PARNARAMA,D
1156,MA,8303,SÃO JOÃO DO CARÚ,D
1157,MA,8656,PERI MIRIM,D
1158,MA,8397,MONTES ALTOS,D
1159,MA,7951,GUIMARÃES,D
1160,MA,7838,GODOFREDO VIANA,D
1161,MA,8419,MORROS,D
1162,MA,8583,TUFILÂNDIA,D
1163,MA,8001,NOVA OLINDA DO MARANHÃO,D
1164,MA,9075,SÃO BENTO,D
1165,MA,7129,BACABEIRA,D
1166,MA,8010,IGARAPÉ GRANDE,D
1167,MA,9270,SÃO VICENTE FERRER,D
1168,MA,7927,MARANHÃOZINHO,D
1169,MA,7137,ANAJATUBA,E
1170,MA,9555,BOM JARDIM,D
1171,MA,8699,PINHEIRO,D
1172,MA,7048,ALTO ALEGRE DO PINDARÉ,D
1173,MA,8508,SENADOR LA ROCQUE,D
1174,MA,7943,MATÕES DO NORTE,D
1175,MA,7579,CAXIAS,D
1176,MA,7510,CANTANHEDE,D
1177,MA,7684,IGARAPÉ DO MEIO,D
1178,MA,7919,GRAÇA ARANHA,E
1179,MA,8125,PRESIDENTE MÉDICI,D
1180,MA,7544,FERNANDO FALCÃO,D
1181,MA,7463,CENTRO NOVO DO MARANHÃO,E
1182,MA,9156,SÃO FRANCISCO DO MARANHÃO,D
1183,MA,7340,BURITICUPU,E
1184,MA,9377,TIMON,E
1185,MA,8028,OLINDA NOVA DO MARANHÃO,D
1186,MA,8524,SERRANO DO MARANHÃO,D
1187,MA,9318,SUCUPIRA DO NORTE,E
1188,MA,8265,SÃO DOMINGOS DO AZEITÃO,D
1189,MA,9415,TURIAÇU,D
1190,MA,7676,COLINAS,D
1191,MA,8672,PINDARÉ-MIRIM,D
1192,MA,8184,RIBAMAR FIQUENE,D
1193,MA,9458,URBANO SANTOS,D
1194,MA,8931,SAMBAÍBA,D
1195,MA,7781,JUNCO DO MARANHÃO,D
1196,MA,9113,SÃO DOMINGOS DO MARANHÃO,D
1197,MA,7897,GOVERNADOR EUGÊNIO BARROS,D
1198,MA,8834,PRESIDENTE VARGAS,D
1199,MA,7692,COROATÁ,E
1200,MA,8516,PALMEIRÂNDIA,D
1201,MA,8478,OLHO D'ÁGUA DAS CUNHÃS,E
1202,MA,7188,BELA VISTA DO MARANHÃO,D
1203,MA,8915,ROSÁRIO,D
1204,MA,7811,FORTUNA,E
1205,MA,7900,MARAJÁ DO SENA,D
1206,MA,7633,CODÓ,D
1207,MA,8338,MIRADOR,D
1208,MA,7145,BACURITUBA,E
1209,MA,7978,HUMBERTO DE CAMPOS,D
1210,MA,7269,BOM JESUS DAS SELVAS,D
1211,MA,7358,BENEDITO LEITE,D
1212,MA,9296,SÍTIO NOVO,E
1213,MA,8494,PAÇO DO LUMIAR,E
1214,MA,9199,SÃO JOÃO DOS PATOS,D
1215,MA,8281,SÃO FRANCISCO DO BREJÃO,D
1216,MA,8141,PRESIDENTE SARNEY,D
1217,MA,8052,SÃO LUÍS GONZAGA DO MARANHÃO,D
1218,MA,7552,CARUTAPERA,E
1219,MA,7099,ALTO PARNAÍBA,E
1220,MA,9490,VIANA,D
1221,MA,7480,CIDELÂNDIA,D
1222,MA,8087,PERITORÓ,D
1223,MA,8117,JOSELÂNDIA,D
1224,MA,7170,ARAIOSES,E
1225,MA,8630,PENALVA,D
1226,MA,7994,ICATU,D
1227,MA,9571,SANTA INÊS,D
1228,MA,8974,SANTA LUZIA,D
1229,MA,8877,RIACHÃO,D
1230,MA,7889,MARACAÇUMÉ,D
1231,MA,7862,LAJEADO NOVO,D
1232,MA,7757,DUQUE BACELAR,D
1233,MA,7730,DOM PEDRO,D
1234,MA,8389,SÃO PEDRO DA ÁGUA BRANCA,D
1235,MA,8079,ITAPECURU MIRIM,E
1236,MA,9091,SÃO BERNARDO,E
1237,MA,7250,BACURI,D
1238,MA,8206,SANTA FILOMENA DO MARANHÃO,D
1239,MA,7560,FORMOSA DA SERRA NEGRA,E
1240,MA,9130,SÃO FÉLIX DE BALSAS,D
1241,MA,7501,CONCEIÇÃO DO LAGO-AÇU,D
1242,MA,8370,MONÇÃO,D
1243,MA,8850,PRIMEIRA CRUZ,E
1244,MA,8290,MATINHA,D
1245,MA,9598,PAULO RAMOS,D
1246,MA,7420,CENTRAL DO MARANHÃO,E
1247,MA,7064,APICUM-AÇU,D
1248,MA,7390,BREJO,D
1249,MA,9695,MIRANDA DO NORTE,E
1250,MA,9016,SANTA RITA,D
1251,MA,7161,BELÁGUA,E
1252,MA,8818,PRESIDENTE JUSCELINO,E
1253,MA,9393,TUNTUM,E
1254,MA,7030,ALCÂNTARA,D
1255,MA,9431,TUTÓIA,E
1256,MA,8230,LUÍS DOMINGUES,D
1257,MA,7790,FORTALEZA DOS NOGUEIRAS,D
1258,MA,7242,DAVINÓPOLIS,E
1259,MA,8109,PORTO RICO DO MARANHÃO,D
1260,MA,8540,SUCUPIRA DO RIACHÃO,D
1261,MA,8605,TURILÂNDIA,D
1262,MA,9636,ESTREITO,D
1263,MA,7536,CAROLINA,D
1264,MA,9679,ARAME,E
1265,MA,7056,ALDEIAS ALTAS,D
1266,MA,9512,VITÓRIA DO MEARIM,D
1267,MA,8249,SANTO AMARO DO MARANHÃO,D
1268,MA,7846,LAGOA GRANDE DO MARANHÃO,D
1269,MA,7773,ESPERANTINÓPOLIS,D
1270,MA,7021,ALTO ALEGRE DO MARANHÃO,D
1271,MA,7293,BARÃO DE GRAJAÚ,D
1272,MA,7722,ITINGA DO MARANHÃO,D
1273,MA,7471,CAJARI,D
1274,MA,8575,PASSAGEM FRANCA,D
1275,MA,7110,AMARANTE DO MARANHÃO,D
1276,MA,7986,NOVA COLINAS,D
1277,MA,7080,AMAPÁ DO MARANHÃO,D
1278,MA,8486,SENADOR ALEXANDRE COSTA,D
1279,MA,8192,LIMA CAMPOS,D
1280,MA,8435,NINA RODRIGUES,D
1281,MA,8362,SÃO JOSÉ DOS BASÍLIOS,E
1282,MA,7323,BOA VISTA DO GURUPI,E
1283,MA,7870,GOVERNADOR ARCHER,D
1284,MA,8257,MAGALHÃES DE ALMEIDA,D
1285,MA,7595,CEDRAL,D
1286,MA,8168,RAPOSA,D
1287,MA,7005,ÁGUA DOCE DO MARANHÃO,D
1288,MA,7641,GOVERNADOR NEWTON BELLO,D
1289,MA,8427,SÃO RAIMUNDO DO DOCA BEZERRA,E
1290,MA,7315,BARRA DO CORDA,E
1291,MA,9032,SANTO ANTÔNIO DOS LOPES,D
1292,MA,9652,SANTA LUZIA DO PARUÁ,E
1293,MA,9350,TIMBIRAS,E
1294,MA,7234,BACABAL,E
1295,MA,9059,SÃO BENEDITO DO RIO PRETO,E
1296,MA,8567,TRIZIDELA DO VALE,E
1297,MA,7102,ARAGUANÃ,D
1298,MA,8613,PEDREIRAS,E
1299,MA,8958,SANTA HELENA,D
1300,MA,7960,MILAGRES DO MARANHÃO,D
1301,MA,8346,SÃO JOÃO DO SOTER,E
1302,MA,7307,BREJO DE AREIA,E
1303,MA,8400,SÃO PEDRO DOS CRENTES,D
1304,MA,8710,PIO XII,D
1305,MA,9237,SÃO MATEUS DO MARANHÃO,E
1306,MA,7765,JENIPAPO DOS VIEIRAS,E
1307,MA,7854,GONÇALVES DIAS,D
1308,MA,7404,CAPINZAL DO NORTE,D
1309,MA,9253,SÃO RAIMUNDO DAS MANGABEIRAS,D
1310,MA,8451,NOVA IORQUE,D
1311,MA,8273,MATA ROMA,E
1312,MA,8532,PARAIBANO,C
1313,MA,7331,BARREIRINHAS,E
1314,MA,7196,ARARI,E
1315,MA,7382,CAMPESTRE DO MARANHÃO,D
1316,MA,8214,LORETO,D
1317,MA,7439,BURITI BRAVO,E
1318,MA,7498,CÂNDIDO MENDES,D
1319,MA,8621,VILA NOVA DOS MARTÍRIOS,E
1320,MA,8311,MATÕES,E
1321,MA,7625,GOVERNADOR LUIZ ROCHA,E
1322,MA,7412,BURITI,D
1323,MA,9474,VARGEM GRANDE,D
1324,MA,7820,LAGOA DO MATO,D
1325,MA,7528,FEIRA NOVA DO MARANHÃO,D
1326,MA,8095,JOÃO LISBOA,D
1327,MA,7013,AFONSO CUNHA,D
